betae (β_e) in 2009 and 2011 
Latitude is planetocentric and pressure unit is mbar
Unit of betae is 1e-12 1/(s*m) 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude  betae(2009)  betae(2011)  
   58.18   40.00     10.091    12.741
   58.18   41.00     15.542    18.402
   58.18   42.00     19.476    21.658
   58.18   43.00     13.758    14.766
   58.18   44.00      5.788     5.381
   58.18   45.00     -0.522    -1.729
   58.18   46.00      3.166     1.783
   58.18   47.00     -1.180    -2.664
   58.18   48.00      1.918     0.398
   58.18   49.00     -0.349    -1.679
   58.18   50.00     -0.268    -1.189
   58.18   51.00     -0.819    -1.289
   58.18   52.00     -0.271    -0.119
   58.18   53.00      2.034     2.922
   58.18   54.00      5.739     7.253
   58.18   55.00      8.097    10.230
   58.18   56.00      8.811    11.445
   58.18   57.00      4.670     7.340
   58.18   58.00     -1.362     1.030
   58.18   59.00      0.208     2.547
   58.18   60.00      4.255     6.275
   58.18   61.00      9.384    10.340
   58.18   62.00     14.018    13.631
   58.18   63.00      8.482     7.140
   58.18   64.00     -0.690    -2.805
   58.18   65.00      1.105    -1.391
   58.18   66.00     -0.384    -1.455
   58.18   67.00     -1.949    -1.250
   58.18   68.00      0.023     1.733
   58.18   69.00     -1.042     1.469
   58.18   70.00     -1.138     1.187
   58.18   71.00     -2.534    -1.780
   58.18   72.00     -1.821    -1.753
   58.18   73.00      2.970     3.038
   58.18   74.00      7.395     7.067
   58.18   75.00     13.921    13.355
   58.18   76.00     16.106    15.007
   58.18   77.00      1.122    -0.409
   58.18   78.00     -6.479    -7.578
   58.18   79.00     -3.874    -3.087
   58.18   80.00     -6.332    -3.733
   58.18   81.00     -3.638    -1.084
   58.18   82.00      0.732     0.890
   58.18   83.00      2.508    -0.800
   58.18   84.00      4.782    -0.603
   58.18   85.00      4.938     1.147
   58.18   86.00      4.582     3.679
   58.18   87.00      4.018     2.938
   58.18   88.00      4.430     6.899
   58.18   89.00      3.427     7.540
   58.18   90.00      0.333     3.339

Pressure level 50.8145 mbar
pressure latitude  betae(2009)  betae(2011)  
   50.81  -90.00    -46.000     0.019
   50.81  -89.00     -5.626     2.387
   50.81  -88.00      2.486     4.872
   50.81  -87.00      0.747     4.301
   50.81  -86.00      3.327     4.212
   50.81  -85.00      1.826     2.999
   50.81  -84.00      3.306     3.391
   50.81  -83.00     -3.263    -2.807
   50.81  -82.00     -3.262    -2.473
   50.81  -81.00     -2.273    -0.886
   50.81  -80.00     -3.249    -2.264
   50.81  -79.00     -2.160    -1.857
   50.81  -78.00     -1.826    -2.181
   50.81  -77.00     -0.807    -2.166
   50.81  -76.00     -1.661    -3.466
   50.81  -75.00     -3.198    -4.218
   50.81  -74.00     -2.612    -2.808
   50.81  -73.00      2.716     2.849
   50.81  -72.00      7.715     8.380
   50.81  -71.00     15.748    16.686
   50.81  -70.00     17.480    18.506
   50.81  -69.00      3.794     4.919
   50.81  -68.00     -1.343    -0.242
   50.81  -67.00     -0.250     0.764
   50.81  -66.00     -4.102    -2.815
   50.81  -65.00     -2.149    -0.521
   50.81  -64.00     -2.168    -0.483
   50.81  -63.00     -0.839     0.199
   50.81  -62.00      0.107     0.236
   50.81  -61.00     -2.328    -2.524
   50.81  -60.00     -4.721    -4.904
   50.81  -59.00     -3.295    -3.512
   50.81  -58.00     -0.240    -0.507
   50.81  -57.00     10.021     9.834
   50.81  -56.00     23.867    23.660
   50.81  -55.00     18.445    18.278
   50.81  -54.00      9.688     9.871
   50.81  -53.00      8.111     8.440
   50.81  -52.00      2.582     2.619
   50.81  -51.00     -1.466    -1.543
   50.81  -50.00     -3.857    -3.939
   50.81  -49.00     -5.034    -5.066
   50.81  -48.00     -4.550    -3.806
   50.81  -47.00     -3.081    -1.557
   50.81  -46.00      1.145     2.565
   50.81  -45.00      7.250     8.254
   50.81  -44.00     13.033    13.904
   50.81  -43.00     16.790    17.417
   50.81  -42.00     15.932    16.317
   50.81  -41.00      8.934     8.852
   50.81  -40.00      1.479     0.293
   50.81  -39.00      1.645     0.045
   50.81  -38.00     -0.782    -1.424
   50.81  -37.00     -0.110     0.207
   50.81  -36.00     -0.326     0.489
   50.81  -35.00     -0.458     0.624
   50.81  -34.00     -0.992    -0.687
   50.81  -33.00      1.200     0.443
   50.81  -32.00      4.397     3.632
   50.81  -31.00      6.975     6.630
   50.81  -30.00      7.887     7.746
   50.81  -29.00      6.827     6.851
   50.81  -28.00      8.803     8.756
   50.81  -27.00      6.550     6.017
   50.81  -26.00      1.306     1.136
   50.81  -25.00      1.161     1.763
   50.81  -24.00      3.446     3.971
   50.81  -23.00      4.933     5.029
   50.81  -22.00      5.798     5.777
   50.81  -21.00      4.947     5.339
   50.81  -20.00      5.797     5.928
   50.81  -19.00      6.062     5.703
   50.81  -18.00      7.497     7.349
   50.81  -17.00      7.599     7.188
   50.81  -16.00      9.145     8.564
   50.81  -15.00      6.890     6.020
   50.81  -14.00      7.392     7.002
   50.81  -13.00      6.633     8.373
   50.81  -12.00      6.037     8.292
   50.81  -11.00      4.869     5.716
   50.81  -10.00      2.785     4.239
   50.81   -9.00      2.838     3.950
   50.81   -8.00      5.624     3.481
   50.81   -7.00      4.187     4.163
   50.81   -6.00      4.081     8.271
   50.81   -5.00      4.450    12.973
   50.81   -4.00     -2.732     0.219
   50.81   -3.00     -8.728   -14.592
   50.81   -2.00     -1.295   -11.614
   50.81   -1.00      4.482   -16.013
   50.81    0.00     21.462    14.189
   50.81    1.00     46.000    46.000
   50.81    2.00     23.119    29.242
   50.81    3.00    -13.096   -21.385
   50.81    4.00      5.446     7.766
   50.81    5.00     -6.333   -12.242
   50.81    6.00      1.005    -0.970
   50.81    7.00      4.346     3.234
   50.81    8.00      7.874     8.113
   50.81    9.00      7.790     7.583
   50.81   10.00      8.553     7.146
   50.81   11.00      9.098     9.058
   50.81   12.00      7.834     9.203
   50.81   13.00      9.255    10.327
   50.81   14.00      8.729     9.855
   50.81   15.00      5.614     5.055
   50.81   16.00      5.773     3.930
   50.81   17.00      4.512     4.174
   50.81   18.00      6.047     7.883
   50.81   19.00      5.613     6.858
   50.81   20.00      4.835     5.068
   50.81   21.00      4.910     5.254
   50.81   22.00      3.870     3.668
   50.81   23.00      3.212     2.658
   50.81   24.00      3.187     2.229
   50.81   25.00      3.003     2.300
   50.81   26.00      2.666     2.987
   50.81   27.00      5.685     6.537
   50.81   28.00      6.825     7.516
   50.81   29.00      8.111     8.030
   50.81   30.00     11.983    11.185
   50.81   31.00      9.700     8.592
   50.81   32.00      4.411     2.569
   50.81   33.00      0.919    -1.848
   50.81   34.00     -0.398    -2.611
   50.81   35.00      0.520    -1.117
   50.81   36.00     -0.089    -1.808
   50.81   37.00     -0.466    -1.865
   50.81   38.00      0.154    -0.442
   50.81   39.00      3.904     5.163
   50.81   40.00      9.875    12.851
   50.81   41.00     15.346    18.562
   50.81   42.00     19.421    21.807
   50.81   43.00     13.821    14.921
   50.81   44.00      5.870     5.477
   50.81   45.00     -0.411    -1.711
   50.81   46.00      3.274     1.698
   50.81   47.00     -1.002    -2.696
   50.81   48.00      2.085     0.366
   50.81   49.00     -0.187    -1.674
   50.81   50.00     -0.169    -1.173
   50.81   51.00     -0.742    -1.265
   50.81   52.00     -0.236    -0.059
   50.81   53.00      2.076     3.083
   50.81   54.00      5.782     7.496
   50.81   55.00      8.019    10.465
   50.81   56.00      8.579    11.602
   50.81   57.00      4.365     7.405
   50.81   58.00     -1.639     1.099
   50.81   59.00      0.044     2.711
   50.81   60.00      4.252     6.516
   50.81   61.00      9.504    10.544
   50.81   62.00     14.194    13.726
   50.81   63.00      8.651     7.125
   50.81   64.00     -0.570    -2.935
   50.81   65.00      1.166    -1.576
   50.81   66.00     -0.334    -1.474
   50.81   67.00     -1.884    -1.032
   50.81   68.00      0.106     2.091
   50.81   69.00     -0.944     1.880
   50.81   70.00     -0.991     1.577
   50.81   71.00     -2.326    -1.484
   50.81   72.00     -1.621    -1.571
   50.81   73.00      3.161     3.214
   50.81   74.00      7.594     7.257
   50.81   75.00     14.081    13.469
   50.81   76.00     16.241    15.012
   50.81   77.00      1.241    -0.465
   50.81   78.00     -6.474    -7.678
   50.81   79.00     -4.005    -3.134
   50.81   80.00     -6.518    -3.659
   50.81   81.00     -3.778    -1.014
   50.81   82.00      0.758     0.827
   50.81   83.00      2.765    -0.938
   50.81   84.00      5.254    -0.599
   50.81   85.00      5.526     1.414
   50.81   86.00      5.150     4.079
   50.81   87.00      4.763     4.044
   50.81   88.00      4.829     7.077
   50.81   89.00      3.245     6.259
   50.81   90.00     -0.378     1.312
