Brunt-Väisälä frequency (N), vertical shear of zonal wind (dUdz), and Richardson number (Ri) 
Latitude is planetocentric and pressure unit is mbar
N unit is 1e-3 1/s, dUdz unit is 1e-3 1/s, and Ri is unitless 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude       N       dUdz       Ri
   87.35    5.00      9.563     0.832   132.119
   87.35    6.00      9.573     0.714   179.679
   87.35    7.00      9.584     0.590   264.047
   87.35    8.00      9.603     0.477   405.685
   87.35    9.00      9.639     0.348   668.679
   87.35   10.00      9.696     0.221   676.600
   87.35   11.00      9.767     0.138   686.608
   87.35   12.00      9.830     0.085   695.380
   87.35   13.00      9.881     0.051   702.646
   87.35   14.00      9.918     0.101   708.004
   87.35   15.00      9.952     0.182   712.846
   87.35   16.00      9.993     0.246   718.706
   87.35   17.00     10.037     0.302   725.036
   87.35   18.00     10.092     0.320   732.989
   87.35   19.00     10.162     0.334   743.220
   87.35   20.00     10.233     0.335   753.563
   87.35   21.00     10.305     0.320   764.286
   87.35   22.00     10.379     0.299   775.220
   87.35   23.00     10.444     0.271   784.963
   87.35   24.00     10.504     0.240   794.024
   87.35   25.00     10.557     0.211   802.107
   87.35   26.00     10.602     0.197   808.916
   87.35   27.00     10.653     0.201   816.805
   87.35   28.00     10.715     0.223   826.262
   87.35   29.00     10.784     0.255   836.969
   87.35   30.00     10.857     0.297   848.323
   87.35   31.00     10.923     0.346   858.638
   87.35   32.00     10.967     0.384   817.547
   87.35   33.00     10.989     0.397   765.908
   87.35   34.00     11.001     0.355   871.062
   87.35   35.00     11.015     0.273   873.296
   87.35   36.00     11.038     0.187   876.801
   87.35   37.00     11.071     0.095   882.189
   87.35   38.00     11.118    -0.005   889.632
   87.35   39.00     11.181    -0.095   899.774
   87.35   40.00     11.268    -0.135   913.849
   87.35   41.00     11.375    -0.115   931.302
   87.35   42.00     11.487    -0.062   949.613
   87.35   43.00     11.586    -0.011   966.121
   87.35   44.00     11.663     0.017   978.964
   87.35   45.00     11.720     0.043   988.532
   87.35   46.00     11.770     0.076   996.965
   87.35   47.00     11.823     0.113  1006.026
   87.35   48.00     11.880     0.125  1015.781
   87.35   49.00     11.938     0.112  1025.611
   87.35   50.00     11.990     0.070  1034.673
   87.35   51.00     12.035     0.023  1042.384
   87.35   52.00     12.080    -0.021  1050.207
   87.35   53.00     12.129    -0.055  1058.757
   87.35   54.00     12.176    -0.080  1066.924
   87.35   55.00     12.221    -0.103  1074.918
   87.35   56.00     12.256    -0.126  1081.080
   87.35   57.00     12.274    -0.126  1084.252
   87.35   58.00     12.287    -0.108  1086.559
   87.35   59.00     12.293    -0.089  1087.631
   87.35   60.00     12.308    -0.061  1090.214
   87.35   61.00     12.349    -0.018  1097.567
   87.35   62.00     12.426     0.026  1111.287
   87.35   63.00     12.529     0.058  1129.688
   87.35   64.00     12.626     0.077  1147.357
   87.35   65.00     12.700     0.082  1160.852
   87.35   66.00     12.760     0.069  1171.889
   87.35   67.00     12.806     0.056  1180.277
   87.35   68.00     12.841     0.039  1186.681
   87.35   69.00     12.877     0.030  1193.475
   87.35   70.00     12.912     0.033  1199.921
   87.35   71.00     12.962     0.044  1209.269
   87.35   72.00     13.031     0.043  1222.141
   87.35   73.00     13.120     0.041  1238.931
   87.35   74.00     13.219     0.046  1257.712
   87.35   75.00     13.313     0.048  1275.526
   87.35   76.00     13.380     0.046  1288.490
   87.35   77.00     13.410     0.035  1294.275
   87.35   78.00     13.404     0.013  1293.163
   87.35   79.00     13.369    -0.011  1286.278
   87.35   80.00     13.315    -0.028  1275.901
   87.35   81.00     13.269    -0.026  1267.111
   87.35   82.00     13.241    -0.007  1261.738
   87.35   83.00     13.256     0.025  1264.699
   87.35   84.00     13.325     0.059  1277.923
   87.35   85.00     13.355     0.081  1283.547
   87.35   86.00     13.406     0.093  1293.373
   87.35   87.00     13.479     0.097  1307.635
   87.35   88.00     13.521     0.130  1315.840
   87.35   89.00     13.680     0.146  1346.967
   87.35   90.00     13.855     0.003  1381.498

Pressure level 76.2886 mbar
pressure latitude       N       dUdz       Ri
   76.29  -90.00     14.325    -0.231  1476.878
   76.29  -89.00     14.436    -0.231  1499.885
   76.29  -88.00     14.510    -0.113  1515.203
   76.29  -87.00     14.476    -0.094  1508.244
   76.29  -86.00     14.481    -0.099  1509.200
   76.29  -85.00     14.467    -0.108  1506.355
   76.29  -84.00     14.450    -0.104  1502.834
   76.29  -83.00     14.435    -0.099  1499.596
   76.29  -82.00     14.391    -0.088  1490.583
   76.29  -81.00     14.370    -0.069  1486.217
   76.29  -80.00     14.360    -0.039  1484.111
   76.29  -79.00     14.365    -0.006  1485.205
   76.29  -78.00     14.380     0.024  1488.193
   76.29  -77.00     14.370     0.038  1486.268
   76.29  -76.00     14.325     0.032  1476.969
   76.29  -75.00     14.249     0.003  1461.146
   76.29  -74.00     14.138    -0.023  1438.539
   76.29  -73.00     13.988    -0.022  1408.289
   76.29  -72.00     13.842    -0.024  1378.892
   76.29  -71.00     13.658    -0.034  1342.461
   76.29  -70.00     13.484    -0.060  1308.475
   76.29  -69.00     13.331    -0.085  1278.974
   76.29  -68.00     13.224    -0.093  1258.533
   76.29  -67.00     13.165    -0.094  1247.326
   76.29  -66.00     13.147    -0.104  1243.958
   76.29  -65.00     13.149    -0.121  1244.334
   76.29  -64.00     13.156    -0.132  1245.580
   76.29  -63.00     13.160    -0.128  1246.465
   76.29  -62.00     13.165    -0.114  1247.389
   76.29  -61.00     13.174    -0.101  1249.100
   76.29  -60.00     13.176    -0.075  1249.446
   76.29  -59.00     13.141    -0.031  1242.908
   76.29  -58.00     13.039     0.022  1223.553
   76.29  -57.00     12.863     0.068  1190.785
   76.29  -56.00     12.632     0.088  1148.401
   76.29  -55.00     12.395     0.080  1105.786
   76.29  -54.00     12.207     0.054  1072.509
   76.29  -53.00     12.077     0.021  1049.789
   76.29  -52.00     11.986    -0.010  1033.883
   76.29  -51.00     11.939    -0.035  1025.917
   76.29  -50.00     11.934    -0.045  1024.938
   76.29  -49.00     11.962    -0.041  1029.830
   76.29  -48.00     12.008    -0.041  1037.804
   76.29  -47.00     12.034    -0.051  1042.241
   76.29  -46.00     12.006    -0.059  1037.356
   76.29  -45.00     11.906    -0.064  1020.130
   76.29  -44.00     11.748    -0.074   993.223
   76.29  -43.00     11.566    -0.091   962.763
   76.29  -42.00     11.382    -0.109   932.405
   76.29  -41.00     11.205    -0.112   903.662
   76.29  -40.00     11.054    -0.082   879.380
   76.29  -39.00     10.964    -0.030   865.119
   76.29  -38.00     10.947     0.034   862.459
   76.29  -37.00     10.977     0.087   867.228
   76.29  -36.00     11.036     0.132   876.519
   76.29  -35.00     11.106     0.164   887.786
   76.29  -34.00     11.184     0.174   900.211
   76.29  -33.00     11.261     0.168   912.588
   76.29  -32.00     11.308     0.154   920.336
   76.29  -31.00     11.305     0.132   919.752
   76.29  -30.00     11.252     0.114   911.163
   76.29  -29.00     11.166     0.117   897.292
   76.29  -28.00     11.052     0.120   879.107
   76.29  -27.00     10.940     0.118   861.325
   76.29  -26.00     10.851     0.117   847.411
   76.29  -25.00     10.798     0.122   839.187
   76.29  -24.00     10.760     0.151   833.295
   76.29  -23.00     10.722     0.194   827.454
   76.29  -22.00     10.676     0.221   820.295
   76.29  -21.00     10.615     0.218   811.009
   76.29  -20.00     10.537     0.181   799.152
   76.29  -19.00     10.430     0.114   782.880
   76.29  -18.00     10.297     0.002   763.117
   76.29  -17.00     10.143    -0.131   740.464
   76.29  -16.00      9.979    -0.274   716.734
   76.29  -15.00      9.826    -0.397   611.720
   76.29  -14.00      9.685    -0.513   357.023
   76.29  -13.00      9.567    -0.594   259.595
   76.29  -12.00      9.489    -0.618   235.502
   76.29  -11.00      9.450    -0.578   266.958
   76.29  -10.00      9.443    -0.445   451.142
   76.29   -9.00      9.450    -0.226   642.738
   76.29   -8.00      9.454    -0.019   643.311
   76.29   -7.00      9.459     0.120   644.008
   76.29   -6.00      9.464     0.268   644.681
   76.29   -5.00      9.468     0.413   524.950
   76.29   -4.00      9.477     0.518   334.412
   76.29   -3.00      9.495     0.616   237.346
   76.29   -2.00      9.522     0.663   206.027
   76.29   -1.00      9.554     0.640   223.140
   76.29    0.00      9.587     0.821   136.406
   76.29    1.00      9.616     1.069    80.849
   76.29    2.00      9.645     1.360    50.311
   76.29    3.00      9.678     1.320    53.755
   76.29    4.00      9.718     1.098    78.392
   76.29    5.00      9.770     1.027    90.491
   76.29    6.00      9.835     0.934   110.838
   76.29    7.00      9.914     0.735   181.808
   76.29    8.00     10.009     0.595   282.839
   76.29    9.00     10.115     0.424   570.044
   76.29   10.00     10.224     0.256   752.313
   76.29   11.00     10.320     0.135   766.567
   76.29   12.00     10.381     0.053   775.635
   76.29   13.00     10.409     0.004   779.841
   76.29   14.00     10.409     0.050   779.811
   76.29   15.00     10.396     0.133   777.764
   76.29   16.00     10.388     0.207   776.684
   76.29   17.00     10.385     0.279   776.257
   76.29   18.00     10.404     0.304   778.967
   76.29   19.00     10.452     0.314   786.202
   76.29   20.00     10.512     0.304   795.297
   76.29   21.00     10.583     0.283   806.066
   76.29   22.00     10.659     0.266   817.614
   76.29   23.00     10.723     0.250   827.491
   76.29   24.00     10.775     0.236   835.628
   76.29   25.00     10.818     0.221   842.208
   76.29   26.00     10.854     0.213   847.832
   76.29   27.00     10.908     0.212   856.294
   76.29   28.00     10.983     0.228   868.224
   76.29   29.00     11.076     0.257   882.983
   76.29   30.00     11.178     0.301   899.183
   76.29   31.00     11.269     0.356   913.884
   76.29   32.00     11.325     0.405   781.753
   76.29   33.00     11.341     0.429   697.936
   76.29   34.00     11.339     0.395   824.014
   76.29   35.00     11.337     0.315   925.036
   76.29   36.00     11.345     0.224   926.291
   76.29   37.00     11.370     0.120   930.439
   76.29   38.00     11.411     0.006   937.122
   76.29   39.00     11.473    -0.098   947.417
   76.29   40.00     11.572    -0.150   963.809
   76.29   41.00     11.705    -0.139   986.076
   76.29   42.00     11.853    -0.089  1011.209
   76.29   43.00     11.987    -0.035  1034.184
   76.29   44.00     12.082     0.004  1050.548
   76.29   45.00     12.140     0.045  1060.653
   76.29   46.00     12.181     0.089  1067.833
   76.29   47.00     12.222     0.131  1075.162
   76.29   48.00     12.270     0.142  1083.559
   76.29   49.00     12.318     0.122  1091.961
   76.29   50.00     12.358     0.076  1099.190
   76.29   51.00     12.391     0.028  1105.064
   76.29   52.00     12.428    -0.014  1111.684
   76.29   53.00     12.479    -0.048  1120.712
   76.29   54.00     12.537    -0.073  1131.140
   76.29   55.00     12.598    -0.096  1142.253
   76.29   56.00     12.646    -0.115  1150.906
   76.29   57.00     12.669    -0.115  1155.108
   76.29   58.00     12.686    -0.098  1158.180
   76.29   59.00     12.702    -0.080  1161.181
   76.29   60.00     12.741    -0.051  1168.292
   76.29   61.00     12.816    -0.011  1182.137
   76.29   62.00     12.926     0.024  1202.554
   76.29   63.00     13.049     0.044  1225.512
   76.29   64.00     13.145     0.054  1243.573
   76.29   65.00     13.196     0.057  1253.294
   76.29   66.00     13.227     0.049  1259.218
   76.29   67.00     13.250     0.044  1263.524
   76.29   68.00     13.278     0.038  1268.913
   76.29   69.00     13.319     0.036  1276.792
   76.29   70.00     13.366     0.043  1285.790
   76.29   71.00     13.433     0.053  1298.671
   76.29   72.00     13.521     0.048  1315.664
   76.29   73.00     13.632     0.038  1337.510
   76.29   74.00     13.766     0.035  1363.812
   76.29   75.00     13.901     0.034  1390.800
   76.29   76.00     14.008     0.037  1412.182
   76.29   77.00     14.063     0.038  1423.395
   76.29   78.00     14.066     0.027  1423.865
   76.29   79.00     14.017     0.010  1413.990
   76.29   80.00     13.937    -0.003  1397.977
   76.29   81.00     13.866    -0.009  1383.728
   76.29   82.00     13.814    -0.006  1373.368
   76.29   83.00     13.822     0.005  1374.964
   76.29   84.00     13.915     0.018  1393.479
   76.29   85.00     13.957     0.027  1401.984
   76.29   86.00     14.032     0.034  1416.992
   76.29   87.00     14.137     0.040  1438.343
   76.29   88.00     14.205     0.066  1452.260
   76.29   89.00     14.411     0.081  1494.728
   76.29   90.00     14.631     0.002  1540.671

Pressure level 66.6252 mbar
pressure latitude       N       dUdz       Ri
   66.63  -90.00     14.950    -0.130  1608.620
   66.63  -89.00     15.023    -0.130  1624.220
   66.63  -88.00     15.055    -0.063  1631.333
   66.63  -87.00     15.024    -0.053  1624.588
   66.63  -86.00     15.015    -0.105  1622.680
   66.63  -85.00     14.993    -0.126  1617.891
   66.63  -84.00     14.969    -0.127  1612.599
   66.63  -83.00     14.948    -0.113  1608.158
   66.63  -82.00     14.892    -0.092  1596.039
   66.63  -81.00     14.865    -0.068  1590.365
   66.63  -80.00     14.851    -0.036  1587.243
   66.63  -79.00     14.844    -0.001  1585.927
   66.63  -78.00     14.839     0.021  1584.672
   66.63  -77.00     14.814     0.020  1579.469
   66.63  -76.00     14.759    -0.004  1567.702
   66.63  -75.00     14.679    -0.040  1550.836
   66.63  -74.00     14.571    -0.059  1527.974
   66.63  -73.00     14.416    -0.049  1495.640
   66.63  -72.00     14.246    -0.045  1460.713
   66.63  -71.00     14.037    -0.053  1418.148
   66.63  -70.00     13.843    -0.083  1379.108
   66.63  -69.00     13.682    -0.103  1347.245
   66.63  -68.00     13.578    -0.098  1326.895
   66.63  -67.00     13.527    -0.080  1316.871
   66.63  -66.00     13.521    -0.076  1315.798
   66.63  -65.00     13.542    -0.085  1319.790
   66.63  -64.00     13.575    -0.096  1326.258
   66.63  -63.00     13.614    -0.096  1333.880
   66.63  -62.00     13.656    -0.087  1342.064
   66.63  -61.00     13.698    -0.078  1350.462
   66.63  -60.00     13.730    -0.064  1356.706
   66.63  -59.00     13.711    -0.040  1352.932
   66.63  -58.00     13.602    -0.012  1331.545
   66.63  -57.00     13.393     0.012  1290.879
   66.63  -56.00     13.103     0.023  1235.646
   66.63  -55.00     12.797     0.020  1178.692
   66.63  -54.00     12.552     0.007  1133.841
   66.63  -53.00     12.388    -0.012  1104.541
   66.63  -52.00     12.292    -0.023  1087.398
   66.63  -51.00     12.267    -0.022  1082.989
   66.63  -50.00     12.301    -0.008  1088.952
   66.63  -49.00     12.377     0.013  1102.601
   66.63  -48.00     12.468     0.015  1118.860
   66.63  -47.00     12.523    -0.015  1128.678
   66.63  -46.00     12.506    -0.058  1125.665
   66.63  -45.00     12.398    -0.102  1106.303
   66.63  -44.00     12.217    -0.140  1074.121
   66.63  -43.00     12.008    -0.167  1037.769
   66.63  -42.00     11.801    -0.184  1002.326
   66.63  -41.00     11.608    -0.176   969.801
   66.63  -40.00     11.450    -0.117   943.501
   66.63  -39.00     11.359    -0.024   928.671
   66.63  -38.00     11.345     0.068   926.260
   66.63  -37.00     11.378     0.140   931.672
   66.63  -36.00     11.439     0.203   941.797
   66.63  -35.00     11.511     0.248   953.597
   66.63  -34.00     11.585     0.261   965.972
   66.63  -33.00     11.656     0.245   977.730
   66.63  -32.00     11.692     0.205   983.922
   66.63  -31.00     11.673     0.151   980.700
   66.63  -30.00     11.603     0.111   968.994
   66.63  -29.00     11.499     0.093   951.564
   66.63  -28.00     11.365     0.085   929.677
   66.63  -27.00     11.237     0.093   908.727
   66.63  -26.00     11.136     0.118   892.524
   66.63  -25.00     11.077     0.148   883.149
   66.63  -24.00     11.037     0.186   876.757
   66.63  -23.00     10.998     0.226   870.497
   66.63  -22.00     10.951     0.241   863.067
   66.63  -21.00     10.892     0.215   853.867
   66.63  -20.00     10.820     0.146   842.593
   66.63  -19.00     10.724     0.041   827.705
   66.63  -18.00     10.613    -0.106   810.661
   66.63  -17.00     10.491    -0.270   792.086
   66.63  -16.00     10.364    -0.417   618.063
   66.63  -15.00     10.246    -0.527   378.727
   66.63  -14.00     10.136    -0.635   254.650
   66.63  -13.00     10.041    -0.700   205.660
   66.63  -12.00      9.976    -0.692   208.087
   66.63  -11.00      9.931    -0.609   266.117
   66.63  -10.00      9.900    -0.425   543.271
   66.63   -9.00      9.865    -0.169   700.347
   66.63   -8.00      9.813     0.062   693.029
   66.63   -7.00      9.762     0.236   685.793
   66.63   -6.00      9.719     0.499   379.282
   66.63   -5.00      9.688     0.785   152.359
   66.63   -4.00      9.678     1.054    84.270
   66.63   -3.00      9.688     1.280    57.251
   66.63   -2.00      9.713     1.305    55.412
   66.63   -1.00      9.746     1.077    81.930
   66.63    0.00      9.776     1.267    59.512
   66.63    1.00      9.804     1.457    45.288
   66.63    2.00      9.832     1.804    29.712
   66.63    3.00      9.870     1.691    34.085
   66.63    4.00      9.924     1.388    51.128
   66.63    5.00     10.002     1.125    78.979
   66.63    6.00     10.107     1.021    97.961
   66.63    7.00     10.237     0.739   192.119
   66.63    8.00     10.386     0.587   312.802
   66.63    9.00     10.538     0.403   685.254
   66.63   10.00     10.680     0.232   820.899
   66.63   11.00     10.788     0.107   837.619
   66.63   12.00     10.844     0.028   846.392
   66.63   13.00     10.857    -0.009   848.351
   66.63   14.00     10.835     0.047   844.867
   66.63   15.00     10.793     0.135   838.384
   66.63   16.00     10.755     0.213   832.541
   66.63   17.00     10.720     0.291   827.073
   66.63   18.00     10.710     0.312   825.584
   66.63   19.00     10.740     0.304   830.102
   66.63   20.00     10.790     0.277   837.929
   66.63   21.00     10.858     0.247   848.575
   66.63   22.00     10.935     0.232   860.585
   66.63   23.00     10.999     0.231   870.700
   66.63   24.00     11.046     0.235   878.186
   66.63   25.00     11.080     0.234   883.616
   66.63   26.00     11.110     0.227   888.271
   66.63   27.00     11.164     0.216   896.948
   66.63   28.00     11.248     0.220   910.611
   66.63   29.00     11.359     0.244   928.592
   66.63   30.00     11.483     0.289   948.921
   66.63   31.00     11.596     0.355   967.757
   66.63   32.00     11.667     0.421   766.335
   66.63   33.00     11.683     0.464   635.223
   66.63   34.00     11.673     0.445   689.559
   66.63   35.00     11.660     0.372   978.494
   66.63   36.00     11.656     0.277   977.860
   66.63   37.00     11.675     0.157   980.977
   66.63   38.00     11.711     0.024   987.078
   66.63   39.00     11.774    -0.100   997.663
   66.63   40.00     11.882    -0.174  1016.094
   66.63   41.00     12.034    -0.180  1042.296
   66.63   42.00     12.210    -0.136  1072.908
   66.63   43.00     12.368    -0.072  1101.004
   66.63   44.00     12.476    -0.010  1120.221
   66.63   45.00     12.536     0.053  1130.952
   66.63   46.00     12.571     0.111  1137.337
   66.63   47.00     12.604     0.159  1143.294
   66.63   48.00     12.642     0.167  1150.317
   66.63   49.00     12.680     0.140  1157.071
   66.63   50.00     12.708     0.089  1162.241
   66.63   51.00     12.729     0.041  1166.089
   66.63   52.00     12.757    -0.001  1171.269
   66.63   53.00     12.807    -0.037  1180.367
   66.63   54.00     12.873    -0.065  1192.719
   66.63   55.00     12.950    -0.090  1206.976
   66.63   56.00     13.013    -0.107  1218.765
   66.63   57.00     13.049    -0.105  1225.569
   66.63   58.00     13.080    -0.091  1231.404
   66.63   59.00     13.117    -0.074  1238.319
   66.63   60.00     13.187    -0.047  1251.458
   66.63   61.00     13.297    -0.013  1272.423
   66.63   62.00     13.434     0.012  1298.965
   66.63   63.00     13.568     0.023  1324.887
   66.63   64.00     13.654     0.029  1341.733
   66.63   65.00     13.679     0.035  1346.629
   66.63   66.00     13.678     0.037  1346.510
   66.63   67.00     13.678     0.041  1346.433
   66.63   68.00     13.699     0.048  1350.700
   66.63   69.00     13.743     0.053  1359.230
   66.63   70.00     13.797     0.059  1370.019
   66.63   71.00     13.873     0.063  1385.170
   66.63   72.00     13.969     0.050  1404.481
   66.63   73.00     14.091     0.028  1428.959
   66.63   74.00     14.240     0.010  1459.440
   66.63   75.00     14.397     0.004  1491.786
   66.63   76.00     14.524     0.016  1518.256
   66.63   77.00     14.595     0.035  1533.105
   66.63   78.00     14.606     0.043  1535.378
   66.63   79.00     14.554     0.040  1524.536
   66.63   80.00     14.464     0.031  1505.760
   66.63   81.00     14.381     0.017  1488.535
   66.63   82.00     14.316    -0.003  1475.019
   66.63   83.00     14.319    -0.026  1475.596
   66.63   84.00     14.426    -0.045  1497.818
   66.63   85.00     14.477    -0.059  1508.294
   66.63   86.00     14.565    -0.065  1526.762
   66.63   87.00     14.687    -0.060  1552.543
   66.63   88.00     14.770    -0.057  1570.078
   66.63   89.00     14.993    -0.037  1617.871
   66.63   90.00     15.224     0.000  1667.967

Pressure level 58.1849 mbar
pressure latitude       N       dUdz       Ri
   58.18  -90.00     15.294    -0.032  1683.513
   58.18  -89.00     15.337    -0.032  1692.842
   58.18  -88.00     15.342    -0.016  1694.115
   58.18  -87.00     15.314     0.040  1687.824
   58.18  -86.00     15.296    -0.118  1683.986
   58.18  -85.00     15.269    -0.144  1677.963
   58.18  -84.00     15.240    -0.156  1671.554
   58.18  -83.00     15.216    -0.128  1666.372
   58.18  -82.00     15.150    -0.095  1651.930
   58.18  -81.00     15.118    -0.065  1644.893
   58.18  -80.00     15.097    -0.031  1640.324
   58.18  -79.00     15.079     0.003  1636.379
   58.18  -78.00     15.054     0.017  1630.984
   58.18  -77.00     15.017     0.003  1622.964
   58.18  -76.00     14.957    -0.035  1610.048
   58.18  -75.00     14.883    -0.076  1594.082
   58.18  -74.00     14.787    -0.091  1573.574
   58.18  -73.00     14.643    -0.079  1543.230
   58.18  -72.00     14.473    -0.072  1507.450
   58.18  -71.00     14.261    -0.080  1463.789
   58.18  -70.00     14.064    -0.109  1423.592
   58.18  -69.00     13.906    -0.121  1391.676
   58.18  -68.00     13.808    -0.101  1372.135
   58.18  -67.00     13.762    -0.065  1363.159
   58.18  -66.00     13.764    -0.045  1363.397
   58.18  -65.00     13.793    -0.045  1369.283
   58.18  -64.00     13.839    -0.052  1378.436
   58.18  -63.00     13.894    -0.054  1389.408
   58.18  -62.00     13.952    -0.049  1400.897
   58.18  -61.00     14.006    -0.046  1411.856
   58.18  -60.00     14.047    -0.046  1420.055
   58.18  -59.00     14.032    -0.049  1417.008
   58.18  -58.00     13.921    -0.053  1394.810
   58.18  -57.00     13.702    -0.056  1351.195
   58.18  -56.00     13.392    -0.059  1290.745
   58.18  -55.00     13.059    -0.056  1227.287
   58.18  -54.00     12.786    -0.052  1176.614
   58.18  -53.00     12.607    -0.051  1143.834
   58.18  -52.00     12.509    -0.037  1126.238
   58.18  -51.00     12.497    -0.005  1124.037
   58.18  -50.00     12.552     0.037  1133.856
   58.18  -49.00     12.651     0.075  1151.812
   58.18  -48.00     12.759     0.077  1171.550
   58.18  -47.00     12.822     0.025  1183.250
   58.18  -46.00     12.809    -0.054  1180.896
   58.18  -45.00     12.701    -0.137  1161.014
   58.18  -44.00     12.515    -0.203  1127.305
   58.18  -43.00     12.302    -0.242  1089.196
   58.18  -42.00     12.092    -0.257  1052.327
   58.18  -41.00     11.899    -0.236  1018.973
   58.18  -40.00     11.743    -0.149   992.496
   58.18  -39.00     11.655    -0.017   977.588
   58.18  -38.00     11.637     0.103   974.704
   58.18  -37.00     11.665     0.191   979.237
   58.18  -36.00     11.718     0.270   988.182
   58.18  -35.00     11.778     0.326   998.392
   58.18  -34.00     11.839     0.340  1008.764
   58.18  -33.00     11.895     0.315  1018.345
   58.18  -32.00     11.918     0.248  1022.286
   58.18  -31.00     11.887     0.163  1016.893
   58.18  -30.00     11.808     0.099  1003.435
   58.18  -29.00     11.696     0.061   984.461
   58.18  -28.00     11.557     0.044   961.233
   58.18  -27.00     11.423     0.063   939.140
   58.18  -26.00     11.318     0.116   921.986
   58.18  -25.00     11.256     0.173   911.905
   58.18  -24.00     11.213     0.222   904.940
   58.18  -23.00     11.171     0.259   898.082
   58.18  -22.00     11.122     0.261   890.265
   58.18  -21.00     11.065     0.215   881.103
   58.18  -20.00     10.997     0.119   870.417
   58.18  -19.00     10.912    -0.016   856.948
   58.18  -18.00     10.819    -0.189   842.376
   58.18  -17.00     10.721    -0.374   820.776
   58.18  -16.00     10.621    -0.524   410.494
   58.18  -15.00     10.530    -0.625   284.163
   58.18  -14.00     10.444    -0.732   203.647
   58.18  -13.00     10.368    -0.789   172.517
   58.18  -12.00     10.314    -0.764   182.099
   58.18  -11.00     10.269    -0.662   240.995
   58.18  -10.00     10.228    -0.455   505.107
   58.18   -9.00     10.169    -0.189   744.310
   58.18   -8.00     10.087     0.050   732.238
   58.18   -7.00     10.003     0.258   720.138
   58.18   -6.00      9.933     0.635   245.032
   58.18   -5.00      9.881     1.085    82.912
   58.18   -4.00      9.859     1.540    40.989
   58.18   -3.00      9.862     1.914    26.554
   58.18   -2.00      9.885     1.946    25.801
   58.18   -1.00      9.916     1.537    41.629
   58.18    0.00      9.944     1.693    34.483
   58.18    1.00      9.969     1.866    28.541
   58.18    2.00      9.995     2.239    19.923
   58.18    3.00     10.034     2.036    24.289
   58.18    4.00     10.094     1.598    39.919
   58.18    5.00     10.185     1.151    78.251
   58.18    6.00     10.310     1.007   104.720
   58.18    7.00     10.466     0.651   258.681
   58.18    8.00     10.640     0.498   456.308
   58.18    9.00     10.814     0.321   841.700
   58.18   10.00     10.968     0.171   865.795
   58.18   11.00     11.078     0.066   883.260
   58.18   12.00     11.130     0.011   891.572
   58.18   13.00     11.135     0.000   892.431
   58.18   14.00     11.105     0.074   887.590
   58.18   15.00     11.054     0.168   879.345
   58.18   16.00     11.004     0.248   871.412
   58.18   17.00     10.954     0.324   863.525
   58.18   18.00     10.930     0.334   859.842
   58.18   19.00     10.949     0.305   862.768
   58.18   20.00     10.994     0.257   869.823
   58.18   21.00     11.060     0.217   880.334
   58.18   22.00     11.136     0.205   892.562
   58.18   23.00     11.200     0.216   902.843
   58.18   24.00     11.245     0.236   910.041
   58.18   25.00     11.275     0.245   914.942
   58.18   26.00     11.301     0.237   919.153
   58.18   27.00     11.355     0.215   927.879
   58.18   28.00     11.443     0.206   942.391
   58.18   29.00     11.562     0.222   962.172
   58.18   30.00     11.699     0.270   984.982
   58.18   31.00     11.826     0.347  1006.576
   58.18   32.00     11.909     0.432   760.734
   58.18   33.00     11.930     0.494   584.028
   58.18   34.00     11.919     0.493   585.242
   58.18   35.00     11.903     0.431   763.286
   58.18   36.00     11.895     0.332  1018.271
   58.18   37.00     11.910     0.197  1020.969
   58.18   38.00     11.945     0.044  1026.866
   58.18   39.00     12.008    -0.101  1037.751
   58.18   40.00     12.121    -0.199  1057.365
   58.18   41.00     12.282    -0.225  1085.635
   58.18   42.00     12.470    -0.188  1119.071
   58.18   43.00     12.639    -0.112  1149.780
   58.18   44.00     12.753    -0.024  1170.541
   58.18   45.00     12.814     0.065  1181.828
   58.18   46.00     12.848     0.137  1188.102
   58.18   47.00     12.878     0.189  1193.605
   58.18   48.00     12.913     0.194  1200.069
   58.18   49.00     12.945     0.160  1205.968
   58.18   50.00     12.966     0.106  1209.915
   58.18   51.00     12.980     0.058  1212.471
   58.18   52.00     13.001     0.015  1216.583
   58.18   53.00     13.049    -0.025  1225.424
   58.18   54.00     13.119    -0.059  1238.706
   58.18   55.00     13.204    -0.089  1254.802
   58.18   56.00     13.277    -0.104  1268.716
   58.18   57.00     13.324    -0.101  1277.754
   58.18   58.00     13.368    -0.089  1286.183
   58.18   59.00     13.422    -0.074  1296.464
   58.18   60.00     13.513    -0.050  1314.180
   58.18   61.00     13.646    -0.023  1340.130
   58.18   62.00     13.800    -0.005  1370.566
   58.18   63.00     13.937     0.001  1397.943
   58.18   64.00     14.014     0.008  1413.533
   58.18   65.00     14.022     0.020  1414.963
   58.18   66.00     14.000     0.033  1410.536
   58.18   67.00     13.984     0.047  1407.483
   58.18   68.00     14.002     0.064  1411.013
   58.18   69.00     14.046     0.073  1419.858
   58.18   70.00     14.104     0.077  1431.579
   58.18   71.00     14.183     0.073  1447.705
   58.18   72.00     14.280     0.050  1467.585
   58.18   73.00     14.399     0.013  1492.278
   58.18   74.00     14.549    -0.019  1523.362
